; Rank;Company;Country;Sales;Assets;Market Value;Sector;Industry;Snippet
244;245;DBS Group;Singapore;10. Mrz;333.5;34.4;Financials;Major Banks;Die DBS Bank mit Hauptsitz in Singapur ist die größte Bank Südostasiens. Sie wurde 1968 von der dortigen Regierung geleiteten Entwicklungsfinanzinstitution gegründet und hieß bis Juli 2003 The Development Bank of Singapore Limited. Die Bank ist im Strai…Neuer Inhalt wird bei Auswahl oberhalb des aktuellen Fokusbereichs hinzugefügtDie DBS Bank mit Hauptsitz in Singapur ist die größte Bank Südostasiens. Sie wurde 1968 von der dortigen Regierung geleiteten Entwicklungsfinanzinstitution gegründet und hieß bis Juli 2003 The Development Bank of Singapore Limited. Die Bank ist im Straits Times Index an der Singapore Exchange gelistet.
245;246;Oil & Natural Gas;India;19. Sep;57.7;37.2;Energy;Oil & Gas Operations;Crude oil prices & gas price charts. Oil price charts for Brent Crude, WTI & oil futures. Energy news covering oil, petroleum, natural gas and investment advice
246;247;American Airlines Group;United States;40.2;51.3;21. Jan;Financials;;Über American Airlines. Über; Stellenangebote Öffnet eine andere Website in einem neuen Fenster. Diese entspricht möglicherweise nicht den Richtlinien zur Barrierefreiheit. Informationen für Investoren Opens another site in a new window that may not meet accessibility guidelines.
247;248;BB&T;United States;11. Mrz;221.2;35.6;Financials;Regional Banks;NaN
248;249;Nike;United States;33.8;23. Feb;91.2;Financials;;https://www.nike.com/deNike Official Site. Nike DE. Für Nike Member. Gib an der Kasse den Code SUMMER21 ein. Es gelten Ausnahmen.*. Kaufen * Details anzeigen. Wir haben dein Rückgaberecht auf 60 Tage erweitert. Weitere Infos. COVID-19: Informationen zu Nike Stores und LIeferungen.
249;250;Schneider Electric;France;27. Mrz;44.1;41.9;Industrials;Electrical Equipment;Schneider Electric SE ist ein börsennotierter Elektrotechnik-Konzern, der in den Gebieten elektrische Energieverteilung und industrielle Automation tätig ist. Das Unternehmen hat seinen Sitz in Rueil-Malmaison bei Paris und ist in ca. 1…Neuer Inhalt wird bei Auswahl oberhalb des aktuellen Fokusbereichs hinzugefügtSchneider Electric SE ist ein börsennotierter Elektrotechnik-Konzern, der in den Gebieten elektrische Energieverteilung und industrielle Automation tätig ist. Das Unternehmen hat seinen Sitz in Rueil-Malmaison bei Paris und ist in ca. 150 Ländern vertreten.
250;251;Thermo Fisher Scientific;United States;18. Mrz;45.9;59.9;Utilities;Precision Healthcare Equipment;https://www.thermofisher.com/de/de/home/brands/thermo-scientificThermo Scientific Produkte unterstützen Wissenschaftler in aller Welt bei ihren täglichen Herausforderungen. Von der Routineanalyse bis hin zu Pionierleistungen helfen unsere Innovationen Wissenschaftlern, komplexen analytischen Herausforderungen zu begegnen und geben ihnen die Möglichkeit, ihre Arbeiten auf ihre bevorzugte Weise auszuführen.
251;252;Danone;France;24. Mrz;46.4;42;Consumer Staples;Food Processing;https://www.danone.deWir sind stolz, dass unser Waters Geschäftsbereich in der Schweiz, Evian-Volvic Suisse, vor Kurzem die B Corp-Zertifizierung erlangt hat – als zweites Unternehmen in der D-A-CH Region nach Danone Waters Deutschland. Alle weiteren Geschäftsbereiche werden bis 2025 folgen. Weitere Informationen zu …Geschätzte Lesezeit: 30 Sekunden
252;253;Samsung Life Insurance;South Korea;24. Jan;219.1;18. Feb;Financials;Life & Health Insurance;Samsung Life Insurance ist eine südkoreanische multinationale Versicherungsgesellschaft mit Hauptsitz in Seoul und eine Tochtergesellschaft der Samsung-Gruppe. Es ist das größte Versicherungsunternehmen in Südkorea und ge…Neuer Inhalt wird bei Auswahl oberhalb des aktuellen Fokusbereichs hinzugefügtSamsung Life Insurance ist eine südkoreanische multinationale Versicherungsgesellschaft mit Hauptsitz in Seoul und eine Tochtergesellschaft der Samsung-Gruppe. Es ist das größte Versicherungsunternehmen in Südkorea und gehört zu den 500 größten Unternehmen weltweit nach Umsatz.
253;254;Air Liquide;France;20. Jan;46.5;45;Materials;Specialized Chemicals;https://www.airliquide.com/de/germanyAir Liquide offers innovative solutions — gas, equipment and services — throughout Germany for a wide variety of industries, from automotive, healthcare, aeronautics, metallurgy and metal fabrication to the chemical and agri-food industries. Air Liquide in Germany is the number one supplier of air gases to large industrial and electronics ...Geschätzte Lesezeit: 1 min
254;255;Huaxia Bank;China;15. Sep;340.9;17. Jun;Financials;Regional Banks;Hua Xia Bank ist ein chinesisches Unternehmen mit Sitz in Peking. Das Unternehmen ist im Aktienindex SSE 50 gelistet. Das Unternehmen bietet Finanzdienstleistungen verschiedener Art für seine Kunden an. Hua Xia Bank wurden 1992 gegründet. Die Deutsche Bank ist seit 2006 an … Hua Xia Bank ist ein chinesisches Unternehmen mit Sitz in Peking. Das Unternehmen ist im Aktienindex SSE 50 gelistet. Das Unternehmen bietet Finanzdienstleistungen verschiedener Art für seine Kunden an. Hua Xia Bank wurden 1992 gegründet. Die Deutsche Bank ist seit 2006 an der Bank beteiligt und hielt ursprünglich einen Anteil von 17,12 %. Durch die Kapitalerhöhung 2010 erhöhte die Deutsche Bank ihre Beteiligung auf das Höchstmaß für ausländische Investoren von 19,99 % der Aktien. Ende Dezember ... +
255;256;Orix;Japan;22. Aug;95.5;19. Aug;Financials;Consumer Financial Services;Die Orix Vertriebs GmbH ist der Automaten Aufsteller in Bayern und Baden Württemberg. Die Orix Vertriebs GmbH wurde im Jahr 1985 in München gegründet. Zu Beginn beschäftigten wir uns hauptsächlich mit der Aufstellung von Kondomautomaten. Diese Kondom- und Sex Gags- Automaten können Sie seit dieser Zeit in den verschiedensten Gaststätten, Einkaufsmärkten, Vergnügungsparks …
256;257;Bank of Beijing;China;13. Apr;306.3;21. Mai;Financials;Regional Banks;Bank of Beijing ist ein chinesisches Unternehmen mit Firmensitz in Peking. Das Unternehmen ist im Bankwesen tätig. Gegründet wurde die Bank of Beijing 1996. Das Unternehmen wird mehrheitlich staatlich kontrolliert. Bedeutende Anteile am Unternehmen halten die Stadtverwaltung von … Bank of Beijing ist ein chinesisches Unternehmen mit Firmensitz in Peking. Das Unternehmen ist im Bankwesen tätig. Gegründet wurde die Bank of Beijing 1996. Das Unternehmen wird mehrheitlich staatlich kontrolliert. Bedeutende Anteile am Unternehmen halten die Stadtverwaltung von Peking sowie das niederländische Kreditinstitut ING Groep. Das Unternehmen ist an der Börse Shanghai notiert.
257;258;HDFC Bank;India;11. Apr;110.3;57.4;Financials;Regional Banks;https://www.hdfcbank.comHDFC Bank, India's leading private sector bank, offers Online NetBanking Services & Personal Banking Services like Accounts & Deposits, Cards, Loans, Investment & …
258;259;KBC Group;Belgium;11. Mrz;290.3;27. Jun;Financials;Major Banks;KBC – Kreativ und innovativ seit 1753 Das in Lörrach ansässige Unternehmen KBC Fashion GmbH & Co. KG ist ein deutsches Textilunternehmen mit 90 Mitarbeitern und einer 270-jährigen Tradition. Es gehört zu den bedeutendsten Stoffdruckunternehmen Europas und …
259;260;Deere & Company;United States;26. Jul;56.3;34.8;Consumer Staples;;https://www.deere.de/de/index.htmlWillkommen auf der offiziellen Webseite von John Deere Deutschland. Hier finden Sie mehr Informationen zu John Deere Produkten, Ersatzteile, Service & Support und Kaufen & Finanzieren.
260;261;Diageo;United Kingdom;15. Feb;37.4;71.2;Consumer Staples;Beverages;https://www.diageo.comDiageo pledges £4.5m to provide infrastructure and equipment to support India’s COVID-19 response. Diageo acquires spirits-based ready to drink brand, Loyal 9 Cocktails. 14 APR 2021. Diageo’s iconic “ghost” distillery of Brora is reawakened after 38 years. Diageo supports launch of global standards for online sale and delivery of alcohol.
261;262;Central Japan Railway;Japan;16. Jan;51;32.6;Industrials;Railroads;Central Japan Railway Company (engl.; jap. 東海旅客鉄道株式会社, Tōkai ryokaku tetsudō kabushiki-gaisha), kurz JR Central (JR東海, JR Tōkai), ist eine der sieben Nachfolger der 1987 privatisierten Japanese National Railways.
262;263;Liberty Global;United Kingdom;20;68.7;31.2;Consumer Discretionary;Broadcasting & Cable;Liberty Global plc. mit Sitz in London ist ein internationaler Medienkonzern und einer der größten Breitbandanbieter weltweit. Die Aktien des Unternehmens werden in Form von zwei Tracking Stocks an der NASDAQ gehandelt, wobei die Li…Neuer Inhalt wird bei Auswahl oberhalb des aktuellen Fokusbereichs hinzugefügtLiberty Global plc. mit Sitz in London ist ein internationaler Medienkonzern und einer der größten Breitbandanbieter weltweit. Die Aktien des Unternehmens werden in Form von zwei Tracking Stocks an der NASDAQ gehandelt, wobei die Liberty Global Group das europäische Geschäft und die Liberty Latin America and Caribbean Group das Geschäft in Lateinamerika und der Karibik enthält.
263;264;Indian Oil;India;54.1;37.3;30;Energy;Oil & Gas Operations;Indian Oil Corporation, Ltd. ist ein indisches Mineralölunternehmen mit Firmensitz in Neu-Delhi. Das heute von Ranbir Singh Butola geführte Unternehmen entstand 1964 durch die Fusion der Unternehmen Indian Oil Company Ltd. sowie In…Neuer Inhalt wird bei Auswahl oberhalb des aktuellen Fokusbereichs hinzugefügtIndian Oil Corporation, Ltd. ist ein indisches Mineralölunternehmen mit Firmensitz in Neu-Delhi. Das heute von Ranbir Singh Butola geführte Unternehmen entstand 1964 durch die Fusion der Unternehmen Indian Oil Company Ltd. sowie Indian Refineries Ltd. und wird mehrheitlich von der indischen Regierung kontrolliert.
264;265;Shinhan Financial Group;South Korea;14. Feb;327.6;20;Financials;Investment Services;Die Shinhan Financial Group ist ein südkoreanisches Unternehmen mit Firmensitz in Seoul. Das Unternehmen zählt zu den größten zehn des KOSPI-Index. Die Shinhan Financial Group bietet Finanzdienstleistungen verschiedener Art für sei…Neuer Inhalt wird bei Auswahl oberhalb des aktuellen Fokusbereichs hinzugefügtDie Shinhan Financial Group ist ein südkoreanisches Unternehmen mit Firmensitz in Seoul. Das Unternehmen zählt zu den größten zehn des KOSPI-Index. Die Shinhan Financial Group bietet Finanzdienstleistungen verschiedener Art für seine Kunden an. Die Shinhan Financial Group wurde 1982 gegründet. Zu ihr gehören die Shinhan Bank und die Chohung Bank, die 2006 fusionierten. Des Weiteren ist die Jeju Bank ein Teil der Shinhan Financial Group.
265;266;Canon;Japan;31. Mrz;44.1;41.6;Industrials;Business Products & Supplies;https://www.canon.deCanon Deutschland ist ein führender Anbieter von Digitalkameras, digitalen Spiegelreflexkameras, Tintenstrahldruckern und professionellen Druckern für Unternehmen und Privatanwender.
266;267;Synchrony Financial;United States;15. Jan;90.2;26. Sep;Financials;;We’re changing what’s possible for people and businesses in all sorts of ways. For acct support, visit @AskSynchrony M-F 10am–7pm ET and Sat 10am–6:30pm ET.
267;268;Saint-Gobain;France;43.2;46.2;28;Materials;Construction Materials;https://www.saint-gobain.de14.04.2021 · Saint-Gobain entwickelt, produziert und vertreibt Werkstoffe und Lösungen, die für das Wohlbefinden eines jeden und die Zukunft aller gedacht sind. Diese Werkstoffe kommen überall in unserer Umgebung und in unserem täglichen Leben vor: in Gebäuden, Transportmitteln, Infrastrukturen sowie in zahlreichen industriellen Anwendungen. Sie sorgen für Komfort, Leistung und Sicherheit und ...
268;269;United Continental Holdings;United States;36.6;45.4;22. Mrz;Industrials;Airline;NaN
269;270;Carnival;United States;16. Mai;38.7;43.9;Consumer Discretionary;Hotels & Motels;18.06.2020 · CARNIVAL AKTIE und aktueller Aktienkurs. Nachrichten zur Aktie Carnival plc | 120071 | CUKPF | GB0031215220
270;271;HP;United States;48.7;28. Feb;29. Apr;Information Technology;;NaN
271;272;Accenture;Ireland;35.7;20. Jan;77.8;Information Technology;Computer Services;https://www.accenture.com/de-deAccenture nutzt die Kraft der Veränderung um eine 360°-Wertschöpfung zu schaffen. Für unsere Kunden, Mitarbeiter, Partner und die Gesellschaft. Mehr lesen.
272;273;Country Garden Holdings;Hong Kong;23;85.1;20. Mrz;Financials;Real Estate;Country Garden (Chinesisch: 碧桂園; Pinyin: Bìguìyuán) ist eine Immobilienentwicklungsgesellschaft mit Sitz in Foshan in der Provinz Guangdong im Besitz der Familie von Yang Guoqiang (Chinesisch: 杨国强; Pinyin: Yáng Guóqiáng). Im Jahr 2018 … Country Garden (Chinesisch: 碧桂園; Pinyin: Bìguìyuán) ist eine Immobilienentwicklungsgesellschaft mit Sitz in Foshan in der Provinz Guangdong im Besitz der Familie von Yang Guoqiang (Chinesisch: 杨国强; Pinyin: Yáng Guóqiáng). Im Jahr 2018 belegte es in der Fortune Global 500 Liste der weltgrößten Unternehmen Platz 353. Bis heute hat das Unternehmen Immobilien an über 1.500.000 Hausbesitzer verkauft und beschäftigt weltweit über 124.000 Mitarbeiter. Hauptmarkt des Unternehmens ist die Volksrepublik C... +
273;274;State Street;United States;10. Jun;242.7;30. Jan;Financials;Investment Services;https://www.statestreet.comState Street Alpha SM brings together our clients’ choice of real-time data and intelligence across the investment lifecycle to help them make better decisions and deliver growth for their clients. With built-in flexibility and scalability, Alpha lets clients manage any assets in any market and streamline their day-to-day processes — helping to facilitate innovation, better inform ...
274;275;Volvo Group;Sweden;35.3;44.7;28. Jun;Industrials;Heavy Equipment;Willkommen bei Volvo Cars Deutschland. Entdecken und gestalten Sie Ihr Hybrid- oder Elektrofahrzeug von Volvo - als SUV, Kombi oder Limousine.
275;276;Inditex;Spain;25. Jul;21. Feb;112.1;Consumer Discretionary;Apparel/Footwear Retail;https://www.inditex.com01.06.2021 · Inditex exceeds €1.1 billion net profit. 03 March 2021. The new Zara.com building fuses sustainability and technology. 29 January 2021. Inditex joins MIT Climate and Sustainability Consortium. 'Right to Wear is how we do business at every stage – operating in a way that is right for our customers, right for workers, right for communities ...
276;277;Seven & I Holdings;Japan;53.9;49.2;37;Consumer Staples;Food Retail;Seven ist ein Schweizer Musiker und Sänger in den Sparten R&B und Soul.
277;278;Mitsubishi Electric;Japan;39.1;34.1;29. Sep;Industrials;Electrical Equipment;https://de.mitsubishielectric.comMitsubishi Electric ist eines der weltweit führenden Unternehmen bei Herstellung und Vertrieb von elektrischen und elektronischen Produkten und Systemen für die verschiedensten Bereiche und Anwendungen. Wir nutzen unsere Technologien, um unseren Beitrag zur Gesellschaft und zum täglichen Leben auf der ganzen Welt zu leisten. Kurzer Überblick.
278;279;Bridgestone;Japan;30. Jul;31.9;31. Jul;Consumer Discretionary;Auto & Truck Parts;https://www.bridgestone.deBridgestone Europe ist eine Tochtergesellschaft der Bridgestone Corporation mit Sitz in Tokio. Wir sind ein weltweit führender Anbieter von nachhaltiger Mobilität und innovativen Lösungen.
279;280;PG&E;United States;17. Jul;70.9;34;Utilities;Electric Utilities;Fast jede Schülerin und jeder Schüler nutzt den hauseigenen Schulplaner des Peutinger-Gymnasiums - sei es als Hausaufgabenheft, Notenspeicher oder Merkhilfe für Geburtstage der Freunde. In langjähriger Tradition entsteht das Cover des Planers in kreativer Kopf-... ganzen Artikel lesen PG aktuell
280;281;Cardinal Health;United States;127.2;35;26;Health Care;Pharmaceuticals;https://www.cardinalhealth.deCardinal Health vereint hochwertige Produkte sowie werteorientierte Geschäfts- und Logistiklösungen und hilft damit denjenigen, die vor der Aufgabe stehen, in dem sich verändernden Umfeld der Gesundheitspflege zu agieren. Mit unserer Erfahrung und unserem Know-How für das Gesundheitswesen liefern wir Lösungen, die die Kosten der Gesundheitspflege senken und …
281;282;Telstra;Australia;18. Jun;30.2;40.7;Telecommunication Services;Telecommunications services;Die Telstra Corporation ist ein international operierendes Telekommunikationsunternehmen mit Sitz in Melbourne, Victoria, Australien. Das Unternehmen ist im All Ordinaries an der Australian Securities Exchange und im NZX 50 Index an d…Neuer Inhalt wird bei Auswahl oberhalb des aktuellen Fokusbereichs hinzugefügtDie Telstra Corporation ist ein international operierendes Telekommunikationsunternehmen mit Sitz in Melbourne, Victoria, Australien. Das Unternehmen ist im All Ordinaries an der Australian Securities Exchange und im NZX 50 Index an der New Zealand Exchange gelistet.
